streetAddress,zipcode,description,latitude,longitude,hasCooling,hasGarage,hasHeating,parkingSpaces,latestPrice,lotSizeSqFt,livingAreaSqFt,numOfBathrooms,numOfBedrooms,numOfStories,pr_sqft
816 Horseback Holw,78732,"	Fabulous entertainer with RARE 4-car garage that backs to greenbelt in the gated section of Savannah Pt in Steiner Ranch! Energy efficient home with state-of-the-art solar panels - pay very little for 8 months out of the year on electric bills! Spacious and open floor plan with two-story family room, gourmet island kitchen with granite and stainless steel appliances, formal dining room, dedicated study, game room upstairs, media room, hardwood floors, and great light throughout! Fabulous master on main with vertical spa shower and custom 10x16 walk-in closet! Entertain outdoors in the well-sized private backyard with two covered patios, built-in grill, TV box mount, outdoor fireplace, and large trees throughout the property! Plenty to offer when hosting your friends and family! Wonderful neighborhood with plenty of social events and topnotch amenities! Enjoy peaceful living while being conveniently close to shops, restaurants and the acclaimed Leander ISD!",30.35128975,-97.90380859,1,1,1,4,675000,10280,4012,4,5,2,168
6003 Aurora Dr,78757,"If you're looking for new contemporary design in trendy old Austin, this one's for you. Walking into this unassuming 4 bed, 3 bath house is like opening a treasure chest full of gold. Wood floors and thick marble countertops are just the beginning. Comfortable living areas give you lots of options to lounge. With a combination of cabinetry and open-shelved storage, the modern double-wide, galley-style, white tile back-splashed kitchen could be the backdrop for any Food Network show. The master bath boasts a beautiful freestanding tub and a glass-door shower like something right out of the presidential suite of a luxury hotel. If you like closet space, oh, it's got a master-bedroom closet bigger than the combined closet space of many homes.",30.33037376,-97.72674561,1,1,1,3,670000,10193,2012,3,4,1,333
1405 Glenwood Dr,78723,"Updated Windsor Park home featuring a minimalist, modern interior.",30.31905746,-97.69555664,1,1,1,2,494950,8494,1330,2,3,1,372
8604 Claude Ct,78747,"3 bedroom 2.5 bathroom home located on cul-de-sac with spacious game room upstairs, no carpet downstairs, updated appliances, and large master bedroom. Outside features covered patio, garage w/ door opener, and lemon tree in backyard. Neighborhood amenities include community pool, playground, and community pavilion.

Quick access to McKinney Falls Park, Southpark Meadows, Airport, and approximately 15-20 minutes to downtown Austin.

Pet deposit $100/per pet. Option for 12 or 14 month lease.
",30.15101624,-97.7388916,1,1,1,1,208900,3876,1702,3,3,2,123
6610 Hondo Bnd,78729,"Pride of ownership shows through in this spacious Milwood home. Updated kitchen w/ granite counters & stainless appliances. High ceilings in living w/ wood floors, bay window & gas fireplace. Huge master suite on 1st floor w/ updated master bath & 3 closets. 2 beds, full bath & game / media upstairs. Backyard features mature oak trees, covered patio & sitting/fire pit area. Great Round Rock ISD schools, walking distance to elementary (Jollyville). Easy access to 183, Parmer/734, Mcneil, MoPac & 620.",30.4466629,-97.7467041,1,0,1,0,350000,6403,2295,3,3,2,153
7004 Trendal Ln,78744,"Beautiful well maintained house located in great S. Austin!!! Tile throughout entire house, NO CARPET! Great open floor plan that works perfect as a starter home! Walking distance to School, Stores and more! Come see.",30.18083,-97.76169586,1,1,1,4,265000,6272,1224,2,3,1,217
6305 Minnoch Ln,78754,"Beautifully upgraded 2 story home built at the end of 2015. This lovely home has 3 bedrooms, 2 full bathrooms upstairs, and a 1/2 bath downstairs near the large kitchen/open pantry with laundry room. Granite countertops, marble backsplash, upgraded fixtures and doors, and a covered patio. Crown molding downstairs as well. No carpet throughout the home. Builder's warranty included. Purchase includes refrigerator and grill. Seller is also willing to leave the doggy door and trampoline if requested.",30.3477459,-97.62104797,1,1,1,2,269000,4399,2068,3,3,2,130
2701 Ashdale Dr,78757,"2701 Ashdale Dr, Austin, TX 78757 is a single family home that contains 1,378 sq ft and was built in 1965. It contains 4 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $487,637. The Rent Zestimate for this home is $2,200/mo. ",30.36042786,-97.73447418,1,1,1,2,435000,7405,1378,2,4,1,316
606 Merion Dr,78737,"606 Merion Dr, Austin, TX 78737 is a single family home that contains 3,294 sq ft and was built in 2014. It contains 5 bedrooms and 4 bathrooms. 
 
The Zestimate for this house is $602,913. The Rent Zestimate for this home is $3,250/mo. ",30.17952156,-97.98079681,1,1,1,3,584500,13503.6,3294,4,5,1,177
10713 Redmond Rd,78739,"BEST LOT IN AREA! DESIGNER REMODEL w/HEATED POOL, backs 2GREENBELT w/PANORAMIC VIEWS! Walk to Kiker via GB! HERITAGE TREE @entry, FULL of UPGRADES! NEW:Luxury VPlank flooring down, new double ovens & Microwave, Interior Paint & cabinets freshly painted, GIANT PICTURE WINDOW to view new Pool tile. RECENT: Stone terrace, LUXURY carpet, ROOF, TWIN ACs! MASSIVE Primary Suite w/REAL MARBLE: jacuzzi, separate glass shower, 2 vanities &2 WALK-ins. Appliance Package Conveys: Fridge/Washer/Dryer & chest freezer!",30.18897247,-97.88638306,1,1,1,2,675000,7797,3498,3,4,2,193
120 Kensington Ln,78737,"120 Kensington Ln, Austin, TX 78737 is a single family home that contains 2,793 sq ft and was built in 2003. It contains 4 bedrooms and 4 bathrooms. 
 
The Zestimate for this house is $446,944. The Rent Zestimate for this home is $2,750/mo. ",30.19829369,-97.98539734,1,1,1,3,430000,10890,2793,4,4,2,154
2003 Klattenhoff Dr,78728,Right across the street Katherine Fleischer Park!  Highly sought after Wells Branch area. Gorgeous single story floor plan with wood floors and covered patio in backyard. Can't beat the location!,30.44007874,-97.67892456,1,1,1,2,309900,7753,1687,2,3,1,184
3712 Whitt Loop,78749,"Beautifully updated home in desirable Oak Creek Parke*Open kitchen w/granite counters,42"" cabinets, center island, walk-in pantry & built-in desk; great cabinet/counter top space & breakfast bar to family room*French doors*Fresh interior paint*Spacious master w/sitting area; updated master bath & walk-in closet*Fireplace w/ granite tile*Sizable secondary bedrooms*Built-in cabinets & mud sink in utility room*2.5 car garage w/built-in shelving*Sprinkler system*Large backyard w/oversized patio & mature trees",30.1796093,-97.85744476,1,0,1,0,430000,9016,2751,3,4,2,156
6414 Johanne Ct,78750,"Stately and serene cul-de-sac home in the desirable Lakewood. 3 Bedrooms, 2.5 Baths with a dedicated study + 2 living areas + 2 dining area.  Wonderful floor plan: Open Kitchen, dining, living concept. Recently updated Master bath, kitchen and outdoor living. Granite counters in kitchen, quartz in the bathrooms, wood floors, plantation shutters, energy efficient upgrades, fresh paint, and much more. Don't miss the HillCountry views from the master & gameroom. Charming front porch for your morning coffee.",30.37896729,-97.78800964,1,1,1,2,619000,11325.6,2520,3,3,2,246
10903 Rickerhill Ct,78739,"Majestic, well built home on a quiet tree lined cul de sac. It has a great floor plan, perfect for entertaining and large gatherings. Recently updated kitchen with MetroQuartz countertops,  KitchenAid range and double convection oven, Bosch dishwasher, Delta Touch2O faucet, and a large single basin sink. Updates include flooring, paint, lighting, bathrooms, and an energy efficient Carrier HVAC system. Also Nest thermostats, Nest Protect smoke detectors, and Smarthings automated switches and plugs.",30.18748474,-97.88946533,1,0,1,0,475000,9191,2866,3,4,2,166
9204 Castle Pines Dr,78717,"Tucked away in a quiet section of Morningside in Avery Ranch is a unique Ryland floor plan with 5 bedrooms down plus game room with wet bar and media room upstairs. Adding to the great floor plan is a formal living, dining room and 3-car garage. The open kitchen and family room space can accommodate large parties. Upgrades include hardwood floors, silestone countertops, stainless steel appliances, new carpet. Enjoy entertaining friends outdoors in your own back yard Oasis. The pool, extended seating area surrounding the pool and covered patio is perfect for summer parties. Enjoy the shade from the mature trees while soaking in the pool. This home is zoned for Elsa England and Pearson Ranch MS in Round Rock ISD.

This home is professionally listed by Eric Peterson with Kopa Real Estate. Call 512-791-7473 for more information.
",30.49185562,-97.76482391,1,1,1,3,599000,10022,3871,4,5,2,155
2109 Haas Ln,78728,Everything on 1st level but Large Gameroom upstairs*Perfect for pool table/big screen TV*Wood laminate in the 2 living rooms & formal dining area*Updated light fixtures*Screened in patio for extra entertaining space*New GE appliances/fridge,30.43825912,-97.68275452,1,0,1,0,340000,6325,2195,2,4,1,155
8908 Tweed Berwick Dr,78750,"Splendid house in the the heart of Spicewood Springs. Single story with 4 bedroom/ 2.5 bathroom nested on a large lot. Wood flooring and tiles throughout with no carpet. Open and modern layout. Master bedroom have direct access to the well-maintained backyard with a large stone patio waiting to create your own oasis.  Just a stone throw away from Mountain View Park with playground, tennis court, basketball court, etc. Easy access to 183 & 360. Price reduced for quick sale. Amazing value. Hurry!",30.42911339,-97.79174042,1,0,1,0,549900,9365,2526,3,4,1,218
13300 Black Canyon Dr,78729,"13300 Black Canyon Dr, Austin, TX 78729 is a single family home that contains 1,864 sq ft and was built in 1992. It contains 3 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $386,938. The Rent Zestimate for this home is $1,895/mo. ",30.45212746,-97.7540741,1,0,1,0,335000,4225,1864,3,3,2,180
9516 Hunter Ln,78748,"NEW Buffington Homes, Colorado plan. 10 ft. ceiling on the first floor with numerous windows for tons of natural light!! The owner's retreat down with a home office. Upstairs in this plan is a game room, 2 beds with walk in closets & a full bath. The kitchen has beautiful Kent Moore cabinets, stainless steel gas Whirlpool appliances, granite counters & a large breakfast bar. The home has wood look tile throughout downstairs except carpet in the  owner's spacious bedroom.  The  owner's bath has a double vanity with rectangular undermount sinks, walk-in shower with bench, garden tub and walk in closet.  The second floor game room opens out to covered patio/balcony. Covered patio off back of home; No Neighbors behind you!; Southpark Meadows is located minutes from downtown Austin, the Capitol, UT and South Congress.  Dining. Community is walking distance to Southpark Meadows Shopping Center. SPM Shopping includes over 90 stores, fabulous restaurants and many activities.",30.16614342,-97.80071259,1,0,1,0,374090,6011,2219,3,3,2,169
4007 Lullwood Rd,78722,"Fantastic Gem in heart of Austin! Great floor plan in popular Wilshire Wood neighborhood. Spacious bedrooms, great entertainment areas, lovely porch for relaxing afternoons overlooking private back courtyard. Home has all the character of the vintage cottage, original bath tile, wonderful vintage stove, doors & fireplace. 3 bedrooms, 1.5 baths, large utility room, plenty of storage. Perfect location convenient to Mueller, farmers market, park.",30.29578209,-97.71321869,1,0,1,0,520000,10497,1366,2,3,1,381
11620 Elk Park Trl,78759,"*** NO INSPECTION PERFORMED, Back on mkt after buyer got cold feet**Home boasts a unique charm in a tranquil neighborhood. Only MINUTES to Downtown, the Domain & Arboretum, close to major employers like Apple and Visa and walking distance to Hubert C. Schroeter Neighborhood Park. This beautiful 3 bed/ 2ba NW Austin home has been updated from top (popcorn ceiling removed!) to bottom (gorgeous new flooring throughout). Open and bright living room features a high beamed ceiling and french doors that lead you outside to a spacious covered deck. Kitchen incl. like-new SS appliances, quartz counters, new fixtures, & new backsplash. Both baths have been completely remodeled with tasteful materials, other recent updates incl water heater & HVAC. The huge covered deck is a great place to unwind with a spacious private backyard. Income statements are available upon request.  Fantastic opportunity to purchase a turnkey and income-generating Short Term Rental!! Note: the house is available furnished (addt'l cost) or unfurnished.",30.41441917,-97.74126434,1,1,1,2,412500,6054,1154,2,3,1,357
